geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_02026	0	0	0	0	0	0
gene-SAOUHSC_02027	0	0	0	0	0	0
gene-SAOUHSC_02028	0	0	0	0	0	0
gene-SAOUHSC_02029	0	0	0	0	0	0
gene-SAOUHSC_02030	0	0	0	0	0	0
gene-SAOUHSC_02031	0	0	0	0	0	0
gene-SAOUHSC_02033	0	0	0	0	0	0
gene-SAOUHSC_02034	0	0	0	0	0	0
gene-SAOUHSC_02035	0	0	0	0	0	0
gene-SAOUHSC_02036	0	0	0	0	0	0
gene-SAOUHSC_02037	0	0	0	0	0	0
gene-SAOUHSC_02038	0	0	0	0	0	0
gene-SAOUHSC_02040	0	0	0	0	0	0
gene-SAOUHSC_02041	0	0	0	0	0	0
gene-SAOUHSC_02042	0	0	0	0	0	0
gene-SAOUHSC_02043	0	0	0	0	0	0
gene-SAOUHSC_02044	0	0	0	0	0	0
gene-SAOUHSC_02046	0	0	0	0	0	0
gene-SAOUHSC_02047	0	0	0	0	0	0
gene-SAOUHSC_02048	0	0	0	0	0	0
gene-SAOUHSC_02049	0	0	0	0	0	0
gene-SAOUHSC_02050	0	0	0	0	0	0
gene-SAOUHSC_02051	0	0	0	0	0	0
gene-SAOUHSC_02052	0	0	0	0	0	0
gene-SAOUHSC_02053	0	0	0	0	0	0
gene-SAOUHSC_02054	0	0	0	0	0	0
gene-SAOUHSC_02055	0	0	0	0	0	0
gene-SAOUHSC_02056	0	0	0	0	0	0
gene-SAOUHSC_02057	0	0	0	0	0	0
gene-SAOUHSC_02058	0	0	0	0	0	0
gene-SAOUHSC_02059	0	0	0	0	0	0
gene-SAOUHSC_02060	0	0	0	0	0	0
gene-SAOUHSC_02061	0	0	0	0	0	0
gene-SAOUHSC_02062	0	0	0	0	0	0
gene-SAOUHSC_02063	0	0	0	0	0	0
gene-SAOUHSC_02064	0	0	0	0	0	0
gene-SAOUHSC_02065	0	0	0	0	0	0
gene-SAOUHSC_02066	0	0	0	0	0	0
gene-SAOUHSC_02067	0	0	0	0	0	0
gene-SAOUHSC_02068	0	0	0	0	0	0
gene-SAOUHSC_02069	0	0	0	0	0	0
gene-SAOUHSC_02070	0	0	0	0	0	0
gene-SAOUHSC_02071	0	0	0	0	0	0
gene-SAOUHSC_02072	0	0	0	0	0	0
gene-SAOUHSC_02073	0	0	0	0	0	0
gene-SAOUHSC_02074	0	0	0	0	0	0
gene-SAOUHSC_02075	0	0	0	0	0	0
gene-SAOUHSC_02076	0	0	0	0	0	0
gene-SAOUHSC_02077	0	0	0	0	0	0
gene-SAOUHSC_02078	0	0	0	0	0	0
gene-SAOUHSC_02079	0	0	0	0	0	0
gene-SAOUHSC_02080	0	0	0	0	0	0
gene-SAOUHSC_02081	0	0	0	0	0	0
gene-SAOUHSC_02083	0	0	0	0	0	0
gene-SAOUHSC_02084	0	0	0	0	0	0
gene-SAOUHSC_02085	0	0	0	0	0	0
gene-SAOUHSC_02086	0	0	0	0	0	0
gene-SAOUHSC_02087	0	0	0	0	0	0
gene-SAOUHSC_02088	0	0	0	0	0	0
gene-SAOUHSC_02089	0	0	0	0	0	0
gene-SAOUHSC_02090	4636	3395	4258	3079	3692	395
gene-SAOUHSC_02091	4574	3311	3871	7268	12277	1893
gene-SAOUHSC_02092	6019	4264	4949	10089	13470	1880
gene-SAOUHSC_02093	329	215	330	499	861	41
gene-SAOUHSC_02095	8451	8673	6441	38654	76955	16040
gene-SAOUHSC_02096	7563	6718	5833	27425	27638	3635
gene-SAOUHSC_02097	4993	4481	3527	22624	22059	2854
gene-SAOUHSC_02098	15789	12488	14808	3729	4880	621
gene-SAOUHSC_02099	19006	14163	19069	4857	5921	374
gene-SAOUHSC_02100	4424	3472	3964	1639	2075	129
gene-SAOUHSC_02101	1451	1213	1784	723	1794	24
gene-SAOUHSC_02102	2957	1969	2138	3541	2910	532
gene-SAOUHSC_02103	660	402	577	634	571	33
gene-SAOUHSC_02104	41	22	41	61	88	10
gene-SAOUHSC_02105	110	84	81	33	12	4
gene-SAOUHSC_02106	8069	5660	8714	3001	2919	407
gene-SAOUHSC_02107	10552	8316	11052	5246	4913	867
gene-SAOUHSC_02108	40138	29951	33034	24862	19061	1112
gene-SAOUHSC_02109	6	2	6	7	5	0
gene-SAOUHSC_02110	6809	6235	5003	2419	1788	110
gene-SAOUHSC_02111	2549	2422	1721	1724	1391	418
gene-SAOUHSC_02112	3053	2475	3124	1949	2163	233
gene-SAOUHSC_02113	4757	4310	3826	2876	3189	329
gene-SAOUHSC_02114	13978	8761	11263	5368	5013	964
gene-SAOUHSC_02115	0	2	0	1	2	0
gene-SAOUHSC_02116	16811	12699	13309	20506	26057	6101
gene-SAOUHSC_02117	6845	5214	4897	9494	8913	2265
gene-SAOUHSC_02118	649	521	407	1095	1573	103
gene-SAOUHSC_02119	5289	4449	4321	8300	10140	2875
gene-SAOUHSC_02121	7085	4942	5395	8370	10811	1593
gene-SAOUHSC_02122	7191	5128	5574	7587	9613	1558
gene-SAOUHSC_02123	5622	4045	4114	5610	6736	1673
gene-SAOUHSC_02124	1023	771	704	1407	1641	171
gene-SAOUHSC_02125	2405	1517	1624	2454	1694	276
gene-SAOUHSC_02126	3834	2368	2873	3500	3033	551
gene-SAOUHSC_02127	2573	1031	2184	375	394	157
gene-SAOUHSC_02129	867	267	1061	199	265	33
gene-SAOUHSC_02130	1010	702	702	889	601	317
gene-SAOUHSC_02131	2126	1574	1578	2366	2957	352
gene-SAOUHSC_02132	1869	1269	1509	2476	4090	342
gene-SAOUHSC_02133	1327	973	1091	2071	3831	672
gene-SAOUHSC_02134	963	700	601	2105	2756	798
gene-SAOUHSC_02135	1051	683	732	2071	2875	319
gene-SAOUHSC_02136	7	4	5	3	3	0
gene-SAOUHSC_02137	4170	3600	3162	4531	6444	1654
gene-SAOUHSC_02138	618	535	428	2226	2246	693
gene-SAOUHSC_02139	9322	7209	6210	13938	23322	1893
gene-SAOUHSC_02140	23250	17080	15843	26573	25686	3065
gene-SAOUHSC_02141	14	13	14	12	27	2
gene-SAOUHSC_02142	2654	2108	1354	9190	15189	1436
gene-SAOUHSC_02143	4452	5023	3653	5436	6238	542
gene-SAOUHSC_02144	2933	2743	1866	492	530	81
gene-SAOUHSC_02145	1368	867	1441	3197	3459	380
gene-SAOUHSC_02146	514	386	360	1105	1877	206
gene-SAOUHSC_02147	4342	3038	3364	3475	4674	322
gene-SAOUHSC_02148	742	524	583	1298	1632	141
gene-SAOUHSC_02149	426	284	244	1148	1837	153
gene-SAOUHSC_02150	3178	2428	1667	6826	8369	977
gene-SAOUHSC_02151	1451	640	1052	865	867	108
gene-SAOUHSC_02152	7014	3262	4054	2322	2192	381
gene-SAOUHSC_02153	888	365	850	465	329	38
gene-SAOUHSC_02154	5453	2800	3118	1489	927	139
gene-SAOUHSC_02155	2336	1209	1322	685	536	135
gene-SAOUHSC_02156	62	42	52	104	54	17
gene-SAOUHSC_02157	1191	752	591	133	101	75
gene-SAOUHSC_02158	7226	5478	5629	11851	15169	1176
gene-SAOUHSC_02160	1424	672	558	835	730	113
gene-SAOUHSC_02161	7499	3737	3125	5979	5397	395
gene-SAOUHSC_02163	1809	1220	760	3541	5946	193
gene-SAOUHSC_02164	0	0	0	0	0	0
gene-SAOUHSC_02165	0	0	0	0	0	0
gene-SAOUHSC_02166	0	0	0	0	0	0
gene-SAOUHSC_02167	0	0	0	0	0	0
gene-SAOUHSC_02169	0	0	0	0	0	0
gene-SAOUHSC_02170	0	0	0	0	0	0
gene-SAOUHSC_02171	0	0	0	0	0	0
gene-SAOUHSC_02173	0	0	0	0	0	0
gene-SAOUHSC_02174	0	0	0	0	0	0
gene-SAOUHSC_02175	0	0	0	0	0	0
gene-SAOUHSC_02176	0	0	0	0	0	0
gene-SAOUHSC_02177	0	0	0	0	0	0
gene-SAOUHSC_02178	0	0	0	0	0	0
gene-SAOUHSC_02179	0	0	0	0	0	0
gene-SAOUHSC_02180	0	0	0	0	0	0
gene-SAOUHSC_02181	0	0	0	0	0	0
gene-SAOUHSC_02182	0	0	0	0	0	0
gene-SAOUHSC_02183	0	0	0	0	0	0
gene-SAOUHSC_02184	0	0	0	0	0	0
gene-SAOUHSC_02185	0	0	0	0	0	0
gene-SAOUHSC_02186	0	0	0	0	0	0
gene-SAOUHSC_02187	0	0	0	0	0	0
gene-SAOUHSC_02188	0	0	0	0	0	0
gene-SAOUHSC_02189	0	0	0	0	0	0
gene-SAOUHSC_02190	0	0	0	0	0	0
gene-SAOUHSC_02191	0	0	0	0	0	0
gene-SAOUHSC_02193	0	0	0	0	0	0
gene-SAOUHSC_02194	0	0	0	0	0	0
gene-SAOUHSC_02195	0	0	0	0	0	0
gene-SAOUHSC_02196	0	0	0	0	0	0
gene-SAOUHSC_02197	0	0	0	0	0	0
gene-SAOUHSC_02198	0	0	0	0	0	0
gene-SAOUHSC_02199	0	0	0	0	0	0
gene-SAOUHSC_02200	0	0	0	0	0	0
gene-SAOUHSC_02202	0	0	0	0	0	0
gene-SAOUHSC_02203	0	0	0	0	0	0
gene-SAOUHSC_02204	0	0	0	0	0	0
gene-SAOUHSC_02205	0	0	0	0	0	0
gene-SAOUHSC_02206	0	0	0	0	0	0
gene-SAOUHSC_02207	0	0	0	0	0	0
gene-SAOUHSC_02208	0	0	0	0	0	0
gene-SAOUHSC_02209	0	0	0	0	0	0
gene-SAOUHSC_02210	0	0	0	0	0	0
gene-SAOUHSC_02211	0	0	0	0	0	0
gene-SAOUHSC_02212	0	0	0	0	0	0
gene-SAOUHSC_02213	0	0	0	0	0	0
gene-SAOUHSC_02214	0	0	0	0	0	0
gene-SAOUHSC_02215	0	0	0	0	0	0
gene-SAOUHSC_02216	0	0	0	0	0	0
gene-SAOUHSC_02217	0	0	0	0	0	0
gene-SAOUHSC_02218	0	0	0	0	0	0
gene-SAOUHSC_02219	0	0	0	0	0	0
gene-SAOUHSC_02220	0	0	0	0	0	0
gene-SAOUHSC_02221	0	0	0	0	0	0
gene-SAOUHSC_02222	0	0	0	0	0	0
gene-SAOUHSC_02223	0	0	0	0	0	0
gene-SAOUHSC_02224	0	0	0	0	0	0
gene-SAOUHSC_02225	0	0	0	0	0	0
gene-SAOUHSC_02226	0	0	0	0	0	0
gene-SAOUHSC_02227	0	0	0	0	0	0
gene-SAOUHSC_02228	0	0	0	0	0	0
gene-SAOUHSC_02229	0	0	0	0	0	0
gene-SAOUHSC_02231	0	0	0	0	0	0
gene-SAOUHSC_02232	0	0	0	0	0	0
gene-SAOUHSC_02233	0	0	0	0	0	0
gene-SAOUHSC_02234	0	0	0	0	0	0
gene-SAOUHSC_02235	0	0	0	0	0	0
gene-SAOUHSC_02236	0	0	0	0	0	0
gene-SAOUHSC_02237	0	0	0	0	0	0
gene-SAOUHSC_02238	0	0	0	0	0	0
gene-SAOUHSC_02239	0	0	0	0	0	0
gene-SAOUHSC_02240	23009	13623	10792	37402	28271	7093
gene-SAOUHSC_02241	3125	1615	1659	4680	7495	785
gene-SAOUHSC_02243	1762	1059	1010	3775	7978	471
gene-SAOUHSC_02244	7316	5024	4783	7764	9786	2080
gene-SAOUHSC_02245	443	199	303	94	90	8
gene-SAOUHSC_02246	120	61	63	63	89	2
gene-SAOUHSC_02247	1333	898	842	1929	2844	389
gene-SAOUHSC_02248	2662	2031	1968	2336	2696	237
gene-SAOUHSC_02249	920	784	757	1169	1837	211
gene-SAOUHSC_02250	1361	1483	986	275	138	21
gene-SAOUHSC_02251	617	535	430	75	59	3
gene-SAOUHSC_02252	88	55	48	25	10	0
gene-SAOUHSC_02254	136822	124101	99292	24229	5090	501
gene-SAOUHSC_02255	21590	21631	16274	3995	738	104
gene-SAOUHSC_02256	681	374	496	1243	1279	76
gene-SAOUHSC_02257	5571	3367	5628	3900	7409	3127
gene-SAOUHSC_02258	7846	6048	6140	1623	2010	124
gene-SAOUHSC_02259	9229	6352	7271	2789	3861	251
gene-SAOUHSC_02260	257938	140124	161921	7275	4723	83
gene-SAOUHSC_02261	25440	17945	19870	31075	24489	4686
gene-SAOUHSC_02262	11751	7442	9558	14478	7617	746
gene-SAOUHSC_02264	65589	44517	49155	62165	31918	8227
gene-SAOUHSC_02265	56799	41310	41689	42823	23622	4433
gene-SAOUHSC_02266	166	122	99	148	74	21
gene-SAOUHSC_02267	3936	2769	2304	2964	3274	749
gene-SAOUHSC_02268	4098	3258	2405	3857	5249	1104
gene-SAOUHSC_02269	1326	1207	634	3536	4225	377
gene-SAOUHSC_02270	71	45	49	126	90	12
gene-SAOUHSC_02271	359	273	260	59	61	12
gene-SAOUHSC_02272	582	381	393	153	127	26
gene-SAOUHSC_02273	5067	4013	3163	7783	8418	1671
gene-SAOUHSC_02274	1380	863	777	3225	4385	523
gene-SAOUHSC_02275	155	75	90	70	134	6
gene-SAOUHSC_02276	704	481	480	787	944	37
gene-SAOUHSC_02277	4733	3336	3346	2065	1931	690
gene-SAOUHSC_02278	732	549	578	455	733	43
gene-SAOUHSC_02279	1216	883	788	1065	1050	95
gene-SAOUHSC_02280	609	474	436	758	1262	53
gene-SAOUHSC_02281	696	761	415	11465	12481	5421
gene-SAOUHSC_02282	1090	933	568	18122	18278	6593
gene-SAOUHSC_02283	120	96	61	2282	1581	665
gene-SAOUHSC_02284	684	571	383	13946	14813	2667
gene-SAOUHSC_02285	1518	1061	727	21473	20316	5490
gene-SAOUHSC_02286	881	674	449	12935	16406	3717
gene-SAOUHSC_02287	1448	1036	824	17666	18368	10021
gene-SAOUHSC_02288	666	365	336	6722	7998	1585
gene-SAOUHSC_02289	1338	809	661	12744	10617	1858
gene-SAOUHSC_02290	385	221	202	48	25	0
gene-SAOUHSC_02294	2	3	4	2	0	1
gene-SAOUHSC_02296	6334	4609	6770	1961	2483	304
gene-SAOUHSC_02297	18843	14031	20019	6130	7364	1157
gene-SAOUHSC_02298	31401	26799	29956	19592	32206	4838
gene-SAOUHSC_02299	7406	6411	7139	7072	11632	1484
gene-SAOUHSC_02300	4004	3318	3392	4938	4942	571
gene-SAOUHSC_02301	6001	4840	5434	8432	9650	887
gene-SAOUHSC_02302	2759	2245	2384	4848	6894	629
gene-SAOUHSC_02303	3328	2823	2483	7803	9403	3719
gene-SAOUHSC_02304	706	604	478	1797	1364	103
gene-SAOUHSC_02305	5234	3928	4360	4757	4527	908
gene-SAOUHSC_02306	1384	1144	1137	1335	1912	192
gene-SAOUHSC_02307	952	748	770	930	1108	93
gene-SAOUHSC_02308	3411	2483	2741	3812	4571	926
gene-SAOUHSC_02309	379	282	367	671	893	33
gene-SAOUHSC_02310	1434	1184	1136	1617	3388	1064
gene-SAOUHSC_02311	2965	2358	2585	4501	11905	2697
gene-SAOUHSC_02312	1148	913	1161	3443	9132	1030
gene-SAOUHSC_02313	41	22	42	23	28	3
gene-SAOUHSC_02314	3431	2607	2543	26045	54667	4052
gene-SAOUHSC_02315	1346	897	1003	2769	6738	578
gene-SAOUHSC_02316	75975	58590	77368	34104	22977	9300
gene-SAOUHSC_02317	11604	8237	9387	10935	13027	2079
gene-SAOUHSC_02318	7016	5887	5733	9492	11186	1612
gene-SAOUHSC_02319	2446	1680	1350	3937	3280	492
gene-SAOUHSC_02320	6527	6211	4587	7247	8307	699
gene-SAOUHSC_02321	1189	866	1208	476	644	52
gene-SAOUHSC_02322	1277	895	1125	598	644	46
gene-SAOUHSC_02323	2244	2099	1794	5090	5916	923
gene-SAOUHSC_02324	1049	881	780	1948	1551	273
gene-SAOUHSC_02325	33	20	18	3	3	2
gene-SAOUHSC_02326	15	18	14	4	11	2
gene-SAOUHSC_02327	18357	15975	13925	23671	25577	4796
gene-SAOUHSC_02328	337	222	237	171	160	57
gene-SAOUHSC_02329	263	193	168	167	169	47
gene-SAOUHSC_02330	205	201	154	151	203	38
gene-SAOUHSC_02331	182	125	110	150	187	11
gene-SAOUHSC_02332	11	15	5	22	28	8
gene-SAOUHSC_02333	231	142	154	80	52	18
gene-SAOUHSC_02334	570	352	390	490	502	58
gene-SAOUHSC_02335	528	368	336	1694	2475	254
gene-SAOUHSC_02336	5972	6246	4531	9667	12709	2968
gene-SAOUHSC_02337	16680	18256	13506	27525	33625	8589
gene-SAOUHSC_02338	1269	1470	1176	2621	2990	71
gene-SAOUHSC_02339	17	22	9	20	29	5
gene-SAOUHSC_02340	11240	9143	7818	19274	27832	8013
gene-SAOUHSC_02341	30144	25148	20707	51598	66474	33186
gene-SAOUHSC_02343	16600	14381	12416	31286	47453	7714
gene-SAOUHSC_02345	23391	22221	16245	45114	54119	18051
gene-SAOUHSC_02346	7837	7053	5922	14927	22765	2904
gene-SAOUHSC_02347	9193	8687	6382	18084	19911	7905
gene-SAOUHSC_02349	6056	6143	4154	12610	20915	6815
gene-SAOUHSC_02350	11389	10721	7857	25767	30661	6497
gene-SAOUHSC_02351	6309	5012	4463	13954	18613	994
gene-SAOUHSC_02352	16315	13457	10353	31321	34098	9981
gene-SAOUHSC_02353	7672	6309	4736	15732	13921	3467
gene-SAOUHSC_02354	19773	17079	12690	43005	45836	18958
gene-SAOUHSC_02355	6544	5653	4249	15640	22161	13587
gene-SAOUHSC_02356	791	621	731	609	886	75
gene-SAOUHSC_02357	1161	929	911	1295	1499	206
gene-SAOUHSC_02358	7271	6293	6508	6262	5550	1091
gene-SAOUHSC_02359	7475	6380	6878	5509	5528	1349
gene-SAOUHSC_02360	3795	3288	3439	2406	2245	235
gene-SAOUHSC_02361	55051	40502	42132	18118	11389	2614
gene-SAOUHSC_02362	18243	17491	17799	21113	23324	3436
gene-SAOUHSC_02363	15904	15088	11776	30948	37860	14184
gene-SAOUHSC_02364	45669	36147	41560	6627	8112	732
gene-SAOUHSC_02365	43783	39991	41514	12350	16585	2182
gene-SAOUHSC_02366	31924	24123	25934	29365	22167	5907
gene-SAOUHSC_02367	787	556	517	1351	1257	85
gene-SAOUHSC_02368	6547	6347	5559	10548	12943	2894
gene-SAOUHSC_02369	12830	9257	10354	8290	10221	942
gene-SAOUHSC_02370	1271	1120	877	1919	1262	216
gene-SAOUHSC_02371	2070	2101	1716	2006	2266	554
gene-SAOUHSC_02372	6453	5422	5593	4690	5010	550
gene-SAOUHSC_02373	2878	2830	2267	2879	3934	487
gene-SAOUHSC_02374	1784	2199	1498	2738	3813	782
gene-SAOUHSC_02375	1413	1184	858	3406	4716	922
gene-SAOUHSC_02376	29325	20925	20708	3707	3469	392
gene-SAOUHSC_02377	75414	63063	60880	10220	15352	2936
gene-SAOUHSC_02378	17	12	16	1	0	0
gene-SAOUHSC_02379	23243	20265	16504	6252	8629	3486
gene-SAOUHSC_02380	1282	1140	618	6613	6423	939
gene-SAOUHSC_02381	505098	361572	361229	13028	10814	1537
gene-SAOUHSC_02382	610	576	360	1819	3360	257
gene-SAOUHSC_02383	5171	4080	3757	6655	8827	537
gene-SAOUHSC_02384	772	657	555	989	1354	161
gene-SAOUHSC_02385	1658	1466	1204	3951	6427	741
gene-SAOUHSC_02386	240	224	216	656	1080	33
gene-SAOUHSC_02387	902	1019	702	5196	8229	2691
gene-SAOUHSC_02388	2226	2680	2034	302	398	23
gene-SAOUHSC_02389	9131	9749	8272	1559	1782	153
gene-SAOUHSC_02390	6135	5007	4529	14512	20701	1016
gene-SAOUHSC_02391	4660	3714	1993	12691	6296	4040
gene-SAOUHSC_02392	174	115	150	317	664	40
gene-SAOUHSC_02393	302	200	223	1131	1736	131
gene-SAOUHSC_02394	2	1	6	1	0	0
gene-SAOUHSC_02396	2681	2117	1619	3778	4979	793
gene-SAOUHSC_02397	1015	911	793	1654	2781	600
gene-SAOUHSC_02399	17688	12300	11554	9388	9983	1285
gene-SAOUHSC_02400	2090	2545	1638	5183	2236	523
gene-SAOUHSC_02401	2230	3212	1726	6603	8190	1476
gene-SAOUHSC_02402	730	970	535	2812	3169	1845
gene-SAOUHSC_02403	1827	2341	1226	6562	7003	1196
gene-SAOUHSC_02404	5766	3876	4001	1582	1646	265
gene-SAOUHSC_02405	12215	8813	9852	7954	9012	1633
gene-SAOUHSC_02406	4551	3482	3803	3020	2726	226
gene-SAOUHSC_02407	3855	3109	3039	3235	3378	245
gene-SAOUHSC_02409	2029	2166	1011	6532	11484	1551
gene-SAOUHSC_02410	539	342	342	698	580	29
gene-SAOUHSC_02411	42	43	21	24	46	12
gene-SAOUHSC_02412	0	0	0	0	0	0
gene-SAOUHSC_02416	23	3	20	8	7	1
gene-SAOUHSC_02417	7813	5897	6933	5538	6140	1428
gene-SAOUHSC_02418	6350	4897	5944	4401	5646	707
gene-SAOUHSC_02419	1137	683	1217	1223	1506	49
gene-SAOUHSC_02420	4217	3033	4180	1649	1631	210
gene-SAOUHSC_02422	5716	4732	4683	3886	3423	387
gene-SAOUHSC_02423	16226	14262	14474	10365	9766	2005
gene-SAOUHSC_02424	5504	4629	4425	3952	3932	195
gene-SAOUHSC_02425	13882	15266	8043	20914	23220	1988
gene-SAOUHSC_02426	16062	8661	18212	680	1539	375
gene-SAOUHSC_02427	3747	2440	2842	1007	1348	176
gene-SAOUHSC_02428	2706	1969	2047	816	1233	157
gene-SAOUHSC_02430	12406	7163	9988	3157	4230	201
gene-SAOUHSC_02432	14	14	14	4	3	0
gene-SAOUHSC_02433	1394	1053	951	2011	1816	212
gene-SAOUHSC_02434	3023	2671	2207	4764	5263	1879
gene-SAOUHSC_02435	598	370	353	303	500	36
gene-SAOUHSC_02436	4541	3182	4407	2096	2710	244
gene-SAOUHSC_02437	89	57	77	20	20	0
gene-SAOUHSC_02438	52	44	43	16	20	5
gene-SAOUHSC_02440	34	6	15	11	5	0
gene-SAOUHSC_02441	99980	101810	62793	384398	528406	81669
gene-SAOUHSC_02442	14671	15682	10505	71125	86906	71300
gene-SAOUHSC_02443	39756	48728	26276	180618	254550	35057
gene-SAOUHSC_02444	8409	11077	6519	45728	51774	12672
gene-SAOUHSC_02445	1841	1295	1205	1534	1789	655
gene-SAOUHSC_02447	6204	4709	2826	5762	5949	1672
gene-SAOUHSC_02448	1307	1091	740	2157	2878	319
gene-SAOUHSC_02449	2899	2199	1601	478	472	145
gene-SAOUHSC_02450	1374	1408	756	205	166	66
gene-SAOUHSC_02451	281	301	147	14	34	11
gene-SAOUHSC_02452	651	728	328	40	36	8
gene-SAOUHSC_02453	652	742	331	37	41	13
gene-SAOUHSC_02454	318	386	190	23	16	0
gene-SAOUHSC_02455	318	331	192	14	10	4
gene-SAOUHSC_02456	1613	1078	965	2295	2866	300
gene-SAOUHSC_02457	1741	1211	1016	1222	1293	311
gene-SAOUHSC_02458	116	74	98	205	381	35
gene-SAOUHSC_02459	32	10	31	85	196	4
gene-SAOUHSC_02460	2038	1401	1156	2961	3822	459
gene-SAOUHSC_02461	429	265	231	924	1090	47
gene-SAOUHSC_02462	16	9	16	10	28	0
gene-SAOUHSC_02463	1405	936	990	818	1157	156
gene-SAOUHSC_02464	1110	875	770	1061	1623	265
gene-SAOUHSC_02465	568	499	346	885	968	100
gene-SAOUHSC_02466	6020	5970	2922	7815	6551	3018
gene-SAOUHSC_02467	1108	705	748	689	464	69
gene-SAOUHSC_02468	1770	1200	1251	1127	1051	275
gene-SAOUHSC_02469	63	27	23	23	38	5
gene-SAOUHSC_02470	123	107	79	591	905	134
gene-SAOUHSC_02471	1925	1463	1933	1355	2546	321
gene-SAOUHSC_02472	1848	1438	1619	2049	2498	239
gene-SAOUHSC_02473	0	0	0	0	0	0
gene-SAOUHSC_02474	2179	1706	1569	2052	3589	719
gene-SAOUHSC_02475	350	328	366	458	1042	50
gene-SAOUHSC_02476	229	157	174	408	638	75
gene-SAOUHSC_02477	53066	48426	38747	32440	27817	15543
gene-SAOUHSC_02478	41094	44669	35802	20997	24686	2960
gene-SAOUHSC_02480	2964	2766	2207	3146	3803	500
gene-SAOUHSC_02481	1711	1540	1262	2103	2641	506
gene-SAOUHSC_02482	2441	2272	1824	3639	4460	569
gene-SAOUHSC_02483	1491	1443	975	3042	3973	962
gene-SAOUHSC_02484	34734	28762	26276	19266	16582	5721
gene-SAOUHSC_02485	115740	99567	95911	68480	79045	23805
gene-SAOUHSC_02486	35899	32885	25708	22716	18588	8663
gene-SAOUHSC_02487	36511	33170	28649	22970	38527	11326
gene-SAOUHSC_02488	15910	14307	16989	10204	30948	3118
gene-SAOUHSC_02489	22243	19074	16595	13411	15872	1800
gene-SAOUHSC_02490	78230	69520	63773	52906	59911	20363
gene-SAOUHSC_02491	121629	105462	92017	87971	123447	23178
gene-SAOUHSC_02492	37451	32948	26154	29359	27023	24084
gene-SAOUHSC_02493	23893	20701	20725	15507	31211	3081
gene-SAOUHSC_02494	56949	50333	42585	39401	52726	32011
gene-SAOUHSC_02495	42198	36213	35004	28472	57528	7108
gene-SAOUHSC_02496	45248	39935	32123	29787	28423	5486
gene-SAOUHSC_02498	44811	33423	35206	27340	46931	6934
gene-SAOUHSC_02499	24352	18784	18279	14132	24243	2521
gene-SAOUHSC_02500	55658	45031	40714	32516	52455	10729
gene-SAOUHSC_02501	44100	37665	36160	25392	47498	10013
gene-SAOUHSC_02502	48396	38947	33175	25892	33736	12160
gene-SAOUHSC_02503	30768	26377	24369	18465	28833	2294
gene-SAOUHSC_02504	16785	13486	13298	9286	15219	1722
gene-SAOUHSC_02505	46664	40530	32001	25619	32933	15581
gene-SAOUHSC_02506	70842	60724	50583	38822	51505	16681
gene-SAOUHSC_02507	28901	24955	21373	16419	36027	9934
gene-SAOUHSC_02508	44506	37009	32190	23847	42170	9690
gene-SAOUHSC_02509	107189	91006	77940	77409	98416	70565
gene-SAOUHSC_02510	21321	17321	15349	14553	22008	4436
gene-SAOUHSC_02511	50732	44511	37265	33081	43343	22475
gene-SAOUHSC_02512	61388	51603	46888	38252	54047	25071
gene-SAOUHSC_02515	682	409	433	1115	2416	61
gene-SAOUHSC_02516	41039	24009	44984	7273	6647	1161
gene-SAOUHSC_02517	6895	4930	6873	4490	6003	1430
gene-SAOUHSC_02518	19	4	37	7	20	3
gene-SAOUHSC_02519	1308	853	1124	1804	2804	175
gene-SAOUHSC_02520	3393	2629	2396	4555	6892	1844
gene-SAOUHSC_02521	7	8	15	5	8	0
gene-SAOUHSC_02522	1661	995	1414	1028	1411	76
gene-SAOUHSC_02523	231	169	148	378	278	13
gene-SAOUHSC_02524	2911	1726	2705	1803	2240	239
gene-SAOUHSC_02525	9992	7805	7988	10429	15097	3053
gene-SAOUHSC_02527	6833	4853	5455	6668	8603	1849
gene-SAOUHSC_02528	87	33	64	368	516	21
gene-SAOUHSC_02529	918	723	811	1607	2515	375
gene-SAOUHSC_02530	1707	1031	2290	137	179	3
gene-SAOUHSC_02531	5794	3052	6856	333	335	29
gene-SAOUHSC_02532	6672	3616	7131	657	751	37
gene-SAOUHSC_02533	20	5	9	2	0	0
gene-SAOUHSC_02534	207	142	139	130	129	148
gene-SAOUHSC_02535	55	36	34	42	39	1
gene-SAOUHSC_02536	4750	3308	2886	4618	5734	1191
gene-SAOUHSC_02537	1301	1026	781	1645	1565	556
gene-SAOUHSC_02538	398	328	202	346	256	149
gene-SAOUHSC_02540	1130	874	902	1041	2022	190
gene-SAOUHSC_02541	1105	809	868	855	1606	207
gene-SAOUHSC_02542	2453	1782	1785	1723	2363	826
gene-SAOUHSC_02543	2373	1946	1883	2609	3279	397
gene-SAOUHSC_02544	1029	759	667	765	924	305
gene-SAOUHSC_02545	1498	1123	897	1524	1918	362
gene-SAOUHSC_02546	1805	1228	1323	1166	1422	445
gene-SAOUHSC_02547	1768	1143	1184	1580	1797	185
gene-SAOUHSC_02549	1247	864	855	1551	2352	227
gene-SAOUHSC_02550	3091	2075	1616	2518	1332	144
gene-SAOUHSC_02551	2018	1438	1304	846	797	121
gene-SAOUHSC_02552	595	499	476	404	554	94
